name,website,street,phone,email,appfee,web,listing,typed,neighborhoods
2304 Adam Clayton Powell Jr Boulevard,https://www.nybits.com/apartments/2304_seventh_ave.html,"
2304 Seventh Avenue,

New York, NY 10030","
212-430-3692 
",,,,,Building,"
Central Harlem"
238 East 88th Street,https://www.nybits.com/apartments/238_east_88th_st.html,"
238 East 88th Street,

New York, NY 10128","
212-430-3692 
",,,,,Building,"
Upper East Side / Yorkville"
311 East 73rd Street,https://www.nybits.com/apartments/311_east_73rd_st.html,"
311 East 73rd Street,

New York, NY 10021","
212-430-3692 
",,,,,Building,"
Upper East Side"
313 East 73rd Street,https://www.nybits.com/apartments/313_east_73rd_st.html,"
313 East 73rd Street,

New York, NY 10021","
212-430-3692 
",,,,,Building,"
Upper East Side"
165 East 90th Street,https://www.nybits.com/apartments/165_east_90th_st.html,"
165 East 90th Street,

New York, NY 10128","
212-430-3692 
",,,,,Building,"
Carnegie Hill / Upper East Side"
77 West 68th Street,https://www.nybits.com/apartments/77_west_68th_st.html,"
77 West 68th Street,

New York, NY 10023","
212-430-3692 
",,,,,Building,"
Lincoln Square / Upper West Side"
76 West 69th Street,https://www.nybits.com/apartments/76_west_69th_st.html,"
76 West 69th Street,

New York, NY 10023","
212-430-3692 
",,,,,Building,"
Lincoln Square / Upper West Side"
72 West 69th Street,https://www.nybits.com/apartments/72_west_69th_st.html,"
72 West 69th Street,

New York, NY 10023","
212-430-3692 
",,,,,Building,"
Lincoln Square / Upper West Side"
514 East 88th Street,https://www.nybits.com/apartments/514_east_88th_st.html,"
514 East 88th Street,

New York, NY 10128","
212-430-3692 
",,,,,Building,"
Upper East Side / Yorkville"
306 East 89th Street,https://www.nybits.com/apartments/306_east_89th_st.html,"
306 East 89th Street,

New York, NY 10128","
212-430-3692 
",,,,,Building,"
Upper East Side / Yorkville"
202 West 83rd Street,https://www.nybits.com/apartments/202_west_83rd_st.html,"
202 West 83rd Street,

New York, NY 10024","
212-430-3692 
",,,,,Building,"
Upper West Side"
1693 Second Avenue,https://www.nybits.com/apartments/1693_second_ave.html,"
1693 Second Avenue,

New York, NY 10128","
212-430-3692 
",,,,,Building,"
Upper East Side / Yorkville"
1582 First Avenue,https://www.nybits.com/apartments/1582_first_avenue.html,"
1582 First Avenue,

New York, NY 10028","
212-430-3692 
",,,,,Building,"
Upper East Side / Yorkville"
173 East 90th Street,https://www.nybits.com/apartments/173_east_90th_street.html,"
173 East 90th Street,

New York, NY 10128","
212-430-3692 
",,,,,Building,"
Carnegie Hill / Upper East Side"
169 East 90th Street,https://www.nybits.com/apartments/169_east_90th_st.html,"
169 East 90th Street,

New York, NY 10128","
212-430-3692 
",,,,,Building,"
Carnegie Hill / Upper East Side"
452 East 78th Street,https://www.nybits.com/apartments/452_east_78th_street.html,"
452 East 78th Street,

New York, NY 10075","
212-430-3692 
",,,,,Building,"
Upper East Side"
516 East 88th Street,https://www.nybits.com/apartments/516_east_88th_street.html,"
516 East 88th Street,

New York, NY 10021","
212-430-3692 
",,,,,Building,"
Upper East Side / Yorkville"
240 West 73rd Street,https://www.nybits.com/apartments/the_tempo.html,"
238-240 West 73rd Street,

New York, NY 10023","
212-430-3692 
",,,,,Building,"
Upper West Side"
237 Ninth Avenue,https://www.nybits.com/apartments/237_ninth_ave.html,"
237 Ninth Avenue,

New York, NY 10001","
212-430-3692 
",,,,,Building,"
Chelsea"
239 Ninth Avenue,https://www.nybits.com/apartments/239_ninth_ave.html,"
239 Ninth Avenue,

New York, NY 10001","
212-430-3692 
",,,,,Building,"
Chelsea"
204 West 83rd Street,https://www.nybits.com/apartments/204_west_83rd_st.html,"
204 West 83rd Street,

New York, NY 10024","
212-430-3692 
",,,,,Building,"
Upper West Side"
510 East 88th Street,https://www.nybits.com/apartments/510_east_88th_st.html,"
510 East 88th Street,

New York, NY 10128","
212-430-3692 
",,,,,Building,"
Upper East Side / Yorkville"
466 Amsterdam Avenue,https://www.nybits.com/apartments/466_amsterdam_ave.html,"
466 Amsterdam Avenue,

New York, NY 10024","
212-430-3692 
",,,,,Building,"
Upper West Side"
464 Amsterdam Avenue,https://www.nybits.com/apartments/464_amsterdam_ave.html,"
464 Amsterdam Avenue,

New York, NY 10024","
212-430-3692 
",,,,,Building,"
Upper West Side"
208 West 83rd Street,https://www.nybits.com/apartments/208_west_83rd_st.html,"
208 West 83rd Street,

New York, NY 10024","
212-430-3692 
",,,,,Building,"
Upper West Side"
2232 Adam Clayton Powell Jr. Boulevard,https://www.nybits.com/apartments/2232_seventh_ave.html,"
2232 Adam Clayton Powell Jr. Boulevard,

New York, NY 10027","
212-430-3692 
",,,,,Building,"
Central Harlem"
2234 Adam Clayton Powell Jr. Boulevard,https://www.nybits.com/apartments/2234_seventh_ave.html,"
2234 Adam Clayton Powell Jr. Boulevard,

New York, NY 10027","
212-430-3692 
",,,,,Building,"
Central Harlem"
2236 Adam Clayton Powell Jr. Boulevard,https://www.nybits.com/apartments/2236_seventh_ave.html,"
2236 Adam Clayton Powell Jr. Boulevard,

New York, NY 10027","
212-430-3692 
",,,,,Building,"
Central Harlem"
2238 Adam Clayton Powell Jr. Boulevard,https://www.nybits.com/apartments/2238_seventh_ave.html,"
2238 Adam Clayton Powell Jr. Boulevard,

New York, NY 10027","
212-430-3692 
",,,,,Building,"
Central Harlem"
2240 Adam Clayton Powell Jr. Boulevard,https://www.nybits.com/apartments/2240_seventh_ave.html,"
2240 Adam Clayton Powell Jr. Boulevard,

New York, NY 10027","
212-430-3692 
",,,,,Building,"
Central Harlem"
1691 Second Avenue,https://www.nybits.com/apartments/1691_second_ave.html,"
1691 Second Avenue,

New York, NY 10128","
212-430-3692 
",,,,,Building,"
Upper East Side / Yorkville"
The Verdesian,https://www.nybits.com/apartments/211_north_end.html,"
211 North End Avenue,

New York, NY 10282","
800-335-7511 
",,,"
www.theverdesian.com
",,Building,"
Battery Park City"
Vanguard Chelsea,https://www.nybits.com/apartments/vanguard_chelsea.html,"
77 West 24th Street,

New York, NY 10010","
212-235-1596 
",,,"
www.vanguardchelsea.com
",,Building,"
Flatiron District"
The Visionaire,https://www.nybits.com/apartments/the_visionaire.html,"
70 Little West Street,

New York, NY 10280","
212-425-2550 
",,,"
www.thevisionaire.com
",,Building,"
Battery Park City"
100 United Nations Plaza,https://www.nybits.com/apartments/100_united_nations_plaza.html,"
100 United Nations Plaza,

New York, NY 10017",,,,,,Building,"
Midtown East"
The Solaire,https://www.nybits.com/apartments/the_solaire.html,"
20 River Terrace,

New York, NY 10282",,,,,,Building,"
Battery Park City"
138 East 96th Street,https://www.nybits.com/apartments/138_east_96th_st.html,"
138 East 96th Street,

New York, NY 10128","
212-213-1727 
",,,,,Building,"
Carnegie Hill / Upper East Side"
242 West 61st Street,https://www.nybits.com/apartments/242_west_61st_st.html,"
242 West 61st Street,

New York, NY 10023","
212-213-1727 
",,,,,Building,"
Lincoln Square / Upper West Side"
461 Central Park West,https://www.nybits.com/apartments/461_central_park_west.html,"
461 Central Park West,

New York, NY 10025","
212-213-1727 
",,,,,Building,"
Manhattan Valley / Upper West Side"
Sessanta,https://www.nybits.com/apartments/229_west_60th_st.html,"
229 West 60th Street,

New York, NY 10023","
212-204-0060 
",,,"
sessanta60.com
",,Building,"
Lincoln Square / Upper West Side"
1476 Lexington Avenue,https://www.nybits.com/apartments/1476_lexington_ave.html,"
1476 Lexington Avenue,

New York, NY 10128","
212-213-1727 
",,,,,Building,"
Carnegie Hill / Upper East Side"
The Pearl,https://www.nybits.com/apartments/the_pearl.html,"
400 East 66th Street,

New York, NY 10021","
212-213-1727 
",,,,,Building,"
Upper East Side"
330 East 85th Street,https://www.nybits.com/apartments/330_east_85th_st.html,"
330 East 85th Street,

New York, NY 10028","
212-213-1727 
",,,,,Building,"
Upper East Side / Yorkville"
128 East 96th Street,https://www.nybits.com/apartments/128_east_96th_st.html,"
128 East 96th Street,

New York, NY 10128","
212-213-1727 
",,,,,Building,"
Carnegie Hill / Upper East Side"
130 East 96th Street,https://www.nybits.com/apartments/130_east_96th_st.html,"
130 East 96th Street,

New York, NY 10128","
212-213-1727 
",,,,,Building,"
Carnegie Hill / Upper East Side"
132 East 96th Street,https://www.nybits.com/apartments/132_east_96th_st.html,"
132 East 96th Street,

New York, NY 10128","
212-213-1727 
",,,,,Building,"
Carnegie Hill / Upper East Side"
134 East 96th Street,https://www.nybits.com/apartments/134_east_96th_st.html,"
134 East 96th Street,

New York, NY 10128","
212-213-1727 
",,,,,Building,"
Carnegie Hill / Upper East Side"
136 East 96th Street,https://www.nybits.com/apartments/136_east_96th_st.html,"
136 East 96th Street,

New York, NY 10128","
212-213-1727 
",,,,,Building,"
Carnegie Hill / Upper East Side"
1486 Lexington Avenue,https://www.nybits.com/apartments/1486_lexington.html,"
1486 Lexington Avenue,

New York, NY 10128","
212-213-1727 
",,,,,Building,"
Carnegie Hill / Upper East Side"
The Parkview,https://www.nybits.com/apartments/108_east_96th_st.html,"
108 East 96th Street,

New York, NY 10128","
212-213-1727 
",,,,,Building,"
Carnegie Hill / Upper East Side"
Laurence Towers,https://www.nybits.com/apartments/200_east_33rd_st.html,"
200 East 33rd Street,

New York, NY 10016","
212-213-1727 
",,,,,Building,"
Kips Bay"
The Murray Park,https://www.nybits.com/apartments/120_east_34th_st.html,"
120 East 34th Street,

New York, NY 10016","
212-213-1727 
",,,,,Building,"
Murray Hill / Midtown South"
530 Second Avenue,https://www.nybits.com/apartments/530_second_ave.html,"
530 Second Avenue,

New York, NY 10016","
212-213-1727 
",,,,,Building,"
Kips Bay"
148 East 30th Street,https://www.nybits.com/apartments/148_east_30th_st.html,"
148 East 30th Street,

New York, NY 10016","
212-213-1727 
",,,,,Building,"
Kips Bay"
The Townsway,https://www.nybits.com/apartments/145_east_27th_st.html,"
145 East 27th Street,

New York, NY 10016","
212-213-1727 
",,,,,Building,"
Kips Bay"
The Liane,https://www.nybits.com/apartments/315_east_21st_st.html,"
315 East 21st Street,

New York, NY 10010","
212-213-1727 
",,,,,Building,"
Gramercy Park"
Hilary Gardens,https://www.nybits.com/apartments/300_mercer_st.html,"
300 Mercer Street,

New York, NY 10003","
212-213-1727 
",,,,,Building,"
Central Village"
132-61 Sanford Avenue,https://www.nybits.com/apartments/132-61_sanford_ave_qn.html,"
132-61 Sanford Avenue,

Flushing, NY 11355","
212-213-1727 
",,,,,Building,"
Flushing"
The Martinique,https://www.nybits.com/apartments/56_11_94th_st.html,"
56-11 94th Street,

Elmhurst, NY 11373","
212-213-1727 
",,,,,Building,"
Elmhurst"
The Adagio,https://www.nybits.com/apartments/243_west_60th.html,"
243 West 60th Street,

New York, NY 10023",,,,,,Building,"
Lincoln Square / Upper West Side"
70 Columbus,https://www.nybits.com/apartments/70_columbus_dr_jcnj.html,"
70 Christopher Columbus Drive,

Jersey City, NJ 07302",,,,,,Building,"
Downtown Jersey City"
Harrison Stn 300,https://www.nybits.com/apartments/harrison_stn_300.html,"
300 Somerset Street,

Harrison, NJ 07029",,,,"
www.harrisonstn.com
",,Building,"
Harrison"
Harrison Stn 330,https://www.nybits.com/apartments/harrison_stn_330.html,"
330 Somerset Street,

Harrison, NJ 07029","
973-484-3300 
",,,"
www.harrisonstn.com
",,Building,"
Harrison"
The Berkshire,https://www.nybits.com/apartments/1401_hudson_hb.html,"
1401 Hudson Street,

Hoboken, NJ 07030","
201-795-5110 
",,,"
www.berkshirehoboken.com
",,Building,"
Hoboken"
50 Christopher Columbus Drive,https://www.nybits.com/apartments/50_columbus_dr_jc.html,"
50 Christopher Columbus Drive,

Jersey City, NJ 07302","
201-761-0350 
",,,"
www.50columbus.com
",,Building,"
Downtown Jersey City"
The Sovereign,https://www.nybits.com/apartments/the_sovereign.html,"
2 14th Street,

Hoboken, NJ 07030","
201-795-5110 
",,,"
www.sovereignhobokenapartments.com
",,Building,"
Hoboken"
The North Independence at the Shipyard,https://www.nybits.com/apartments/the_independence_at_the_shipyard.html,"
1 Independence Court,

Hoboken, NJ 07030","
201-795-5110 
",,,"
www.northindependencehobokenapartments.com
",,Building,"
Hoboken"
The South Independence at the Shipyard,https://www.nybits.com/apartments/south_independence.html,"
2 12th Street,

Hoboken, NJ 07030",,,,,,Building,"
Hoboken"
The Vanguard at the Shipyard,https://www.nybits.com/apartments/the_vanguard_at_the_shipyard.html,"
1201-1333 Hudson Street,

Hoboken, NJ 07030","
201-795-5110 
",,,,,Building,"
Hoboken"
Hudson Square North,https://www.nybits.com/apartments/hudson_square_north.html,"
235 Hudson Street,

Hoboken, NJ 07030","
201-222-1000 
",,,"
www.hudsonsquarenhobokenapartments.com
",,Building,"
Hoboken"
Hudson Square South,https://www.nybits.com/apartments/hudson_square_south.html,"
205 Hudson Street,

Hoboken, NJ 07030","
201-222-1000 
",,,"
www.hudsonsquareshobokenapartments.com
",,Building,"
Hoboken"
The North Constitution at the Shipyard,https://www.nybits.com/apartments/the_constitution_north.html,"
1 14th Street,

Hoboken, NJ 07030","
201-795-5110 
",,,"
www.northconstitutionhobokenapartments.com
",,Building,"
Hoboken"
333 River Street,https://www.nybits.com/apartments/333_river_st.html,"
333 River Street,

Hoboken, NJ 07030",,,,"
www.333river.com
",,Building,"
Hoboken"
The Gotham (NJ),https://www.nybits.com/apartments/the_gotham.html,"
255 Warren Street,

Jersey City, NJ 07302",,,,"
www.gothamjc.com
",,Building,"
Downtown Jersey City"
315 Avenue of the Americas,https://www.nybits.com/apartments/315_ave_americas.html,"
315 Avenue of the Americas,

New York, NY 10014","
212-308-1888 
",,,,,Building,"
West Village / Central Village"
317 Avenue of the Americas,https://www.nybits.com/apartments/317_sixth_ave.html,"
317 Avenue of the Americas,

New York, NY 10014","
212-308-1888 
",,,,,Building,"
Central Village"
319 Avenue of the Americas,https://www.nybits.com/apartments/319_sixth_ave.html,"
319 Avenue of the Americas,

New York, NY 10014","
212-308-1888 
",,,,,Building,"
Central Village"
321 Avenue of the Americas,https://www.nybits.com/apartments/321_sixth_ave.html,"
321 Avenue of the Americas,

New York, NY 10014","
212-308-1888 
",,,,,Building,"
Central Village"
416 East 81st Street,https://www.nybits.com/apartments/416_east_81.html,"
416 East 81st Street,

New York, NY 10028","
212-308-1888 
",,,,,Building,"
Upper East Side / Yorkville"
517 East 81st Street,https://www.nybits.com/apartments/517_east_81.html,"
517 East 81st Street,

New York, NY 10028","
212-308-1888 
",,,,,Building,"
Upper East Side / Yorkville"
235 East 53rd Street,https://www.nybits.com/apartments/235_east_53.html,"
235 East 53rd Street,

New York, NY 10022","
212-308-1888 
",,,,,Building,"
Midtown East / Sutton Place"
231 East 53rd Street,https://www.nybits.com/apartments/231_east_53.html,"
231 East 53rd Street,

New York, NY 10022","
212-308-1888 
",,,,,Building,"
Midtown East / Sutton Place"
220 East 25th Street,https://www.nybits.com/apartments/220_east_25.html,"
220 East 25th Street,

New York, NY 10021","
212-308-1888 
",,,,,Building,"
Kips Bay"
345 East 73rd Street,https://www.nybits.com/apartments/345_east_73.html,"
345 East 73rd Street,

New York, NY 10021","
212-308-1888 
",,,,,Building,"
Upper East Side"
97 Fifth Avenue,https://www.nybits.com/apartments/97_fifth_ave.html,"
97 Fifth Avenue,

New York, NY 10003","
212-308-1888 
",,,,,Building,"
Union Square"
Central Park Mews,https://www.nybits.com/apartments/central_park_mews.html,"
117 West 58th Street,

New York, NY 10019","
212-308-1888 
",,,,,Building,"
Central Midtown"
The Wilshire,https://www.nybits.com/apartments/the_wilshire.html,"
207 East 30th Street,

New York, NY 10016","
212-308-1888 
",,,,,Building,"
Kips Bay"
Manhattan Promenade,https://www.nybits.com/apartments/manhattan_promenade.html,"
344 Third Avenue,

New York, NY 10010","
212-308-1888 
",,,,,Building,"
Kips Bay"
70 West 11th Street,https://www.nybits.com/apartments/70_west_11.html,"
70 West 11th Street,

New York, NY 10011","
212-308-1888 
",,,,,Building,"
Central Village"
221 East 33rd Street,https://www.nybits.com/apartments/221_east_33.html,"
221 East 33rd Street,

New York, NY 10016","
212-308-1888 
",,,,,Building,"
Kips Bay"
237 East 53rd Street,https://www.nybits.com/apartments/237_east_53rd_st.html,"
237 East 53rd Street,

New York, NY 10022","
212-308-1888 
",,,,,Building,"
Midtown East / Sutton Place"
239 East 53rd Street,https://www.nybits.com/apartments/239_east_53rd_st.html,"
239 East 53rd Street,

New York, NY 10022","
212-308-1888 
",,,,,Building,"
Midtown East / Sutton Place"
